kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
ispass-2009-LPS.5.sm_62.ptx 594 : 250000 2257848 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 595 : 250000 2763508 0 0 0 36250 10000 0 0 
ispass-2009-LPS.5.sm_62.ptx 598 : 320000 1606368 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 580 : 240100 2161091 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 581 : 240100 2163337 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 582 : 240100 5805938 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 583 : 240100 2161028 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 584 : 240100 2162946 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 585 : 240100 5828395 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 586 : 240100 2161061 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 587 : 240100 2162433 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 588 : 240100 5817230 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 589 : 240100 2160900 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 590 : 240100 2160966 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 599 : 320000 2921472 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 600 : 320000 450212 0 0 0 0 0 0 2500 
ispass-2009-LPS.5.sm_62.ptx 601 : 250000 1837932 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 604 : 250000 2692664 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 605 : 250000 2725684 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 606 : 250000 6250316 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 607 : 250000 2253660 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 608 : 250000 6393724 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 609 : 250000 2256520 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 610 : 250000 836716 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 611 : 250000 2253884 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 612 : 250000 834880 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 613 : 250000 1502648 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 614 : 250000 0 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 616 : 250000 2250856 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 617 : 250000 2254268 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 618 : 250000 75874268 661248 0 0 36250 10000 0 0 
ispass-2009-LPS.5.sm_62.ptx 619 : 250000 2254800 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 620 : 250000 807572 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 623 : 250000 1501004 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 624 : 250000 1500844 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 627 : 320000 893441 0 0 0 0 0 0 3700 
ispass-2009-LPS.5.sm_62.ptx 628 : 142200 712121 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 631 : 142200 1421862 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 632 : 142200 3445094 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 645 : 320000 1603584 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 633 : 142200 3472728 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 634 : 142200 462059 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 635 : 142200 474905 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 636 : 142200 853865 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 637 : 142200 0 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 639 : 142200 1280228 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 640 : 142200 1280670 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 641 : 142200 31455387 45696 0 0 39600 7300 0 0 
ispass-2009-LPS.5.sm_62.ptx 642 : 142200 446463 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 646 : 320000 352912 0 0 0 0 0 0 2500 
ispass-2009-LPS.5.sm_62.ptx 647 : 250000 1260884 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 650 : 250000 1504136 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 651 : 250000 1510204 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 652 : 250000 1507840 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 653 : 250000 1502076 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 654 : 250000 50009 0 0 0 0 0 0 4900 
ispass-2009-LPS.5.sm_62.ptx 658 : 9900 89359 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 659 : 9900 254277 0 5100 5100 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 660 : 9900 49575 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 655 : 240100 1204075 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 663 : 240100 2164203 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 664 : 240100 6039276 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 665 : 240100 2162706 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 666 : 240100 6045735 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 667 : 240100 2160967 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 668 : 240100 2161693 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 683 : 250000 2251996 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 669 : 240100 5818634 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 684 : 250000 2257136 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 685 : 250000 2775664 0 0 0 36250 10000 0 0 
ispass-2009-LPS.5.sm_62.ptx 688 : 320000 1606112 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 670 : 240100 2161089 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 671 : 240100 2163420 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 672 : 240100 5820066 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 673 : 240100 2161055 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 674 : 240100 2163050 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 675 : 240100 5817076 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 676 : 240100 2160935 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 677 : 240100 2163357 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 678 : 240100 5829523 0 9800 9800 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 679 : 240100 2160932 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 680 : 240100 2161027 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 689 : 320000 2906528 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 690 : 320000 435988 0 0 0 0 0 0 2500 
ispass-2009-LPS.5.sm_62.ptx 691 : 250000 1959268 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 694 : 250000 2685448 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 695 : 250000 2760764 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 696 : 250000 6246760 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 697 : 250000 2251672 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 698 : 250000 6182548 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 699 : 250000 2252936 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 700 : 250000 812568 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 701 : 250000 2252572 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 702 : 250000 868056 0 10000 10000 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 703 : 250000 1501536 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 704 : 250000 50128 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 722 : 142200 3441714 0 7300 7300 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 726 : 142200 853478 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 727 : 142200 28440 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 731 : 136512 30446908 47328 0 0 38016 7008 0 0 
ispass-2009-LPS.5.sm_62.ptx 732 : 136512 426982 0 7008 7008 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 740 : 250000 1503532 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 32 : 12800 75520 0 0 0 0 0 0 0 
ispass-2009-LPS.5.sm_62.ptx 741 : 250000 1510388 0 0 0 0 0 0 0 
